pk;key;id;artist;title;category;genre;cdextra;year
104851;5144;a207aa0c;Various Artists;Originals Still The Greatest Vol. IV 1965-69;rock;;1990;
104852;5145;9a07e00d,a207e00d;U.K. Subs;Diminished Responsibility;rock;;;
104853;5146;a207f20c;Great Lakes;Great Lakes;rock;Rock;\nYEAR: 2000  ID3G:  17;2000
104854;5147;a207fd0c;Segismundo Toxicómano;Segismundo Toxicómano;rock;Punk Rock;\nYEAR: 1998  ID3G: 121;1998
104855;5148;a208040c;Constraint;And What We Do Always Changes;rock;;;
104856;5149;a208110c;Robert Goulet;This Christmas I Spend With You;rock;Easy Listening;YEAR: 1994 ID3G: 98;1994
104857;5150;a2081f0c;Robbespeirres;Repentista;rock;Repetista;;1998
104858;5151;a2082f0c;Carnal Forge;Firedemon;rock;Thrash Metal;;
104859;5152;a208330c;Stefanie Hertel;Stille Nacht Heilige Nacht;rock;Other;\nYEAR: 1992  ID3G:  12;1992
104860;5153;a208350c;Walter Clevenger;The Man With The X-ray Eyes;rock;;Walter Clevenger - Vocals, Guitar, Bass\n\nAdditional Musicians:\nHenry C;
104861;5154;a208500b;Peter Tork;Stranger Things Have Happened;rock;Rock;;1994
104862;5155;a208570e;Various;The Best Rock n Roll Album of All Time -Disc 2;rock;;;
104863;5156;a208600c;The Teflon Dons;low Times;rock;Punk Rock;;
104864;5157;a2086e0c;Q And Not U;Different Damage;rock;rock;;2002
104866;5158;a208880b;FLITTER;Fliter;rock;Rock;;
104868;5159;a208aa0c;Teisco Del Rey;The Many Moods Of Teisco Del Ray;rock;;;
104869;5160;a208d00a;Section Hate;Preface to a Ten Volume Suicide Note;rock;Metal;;2003
104870;5161;a208d40c;Various Artists;CD Baby Compilation : Audio Adrenaline;rock;AlternRock;;
104871;5162;a209090c;L'amourder;Shit-Hot;rock;Rock;YEAR: 1987 ID3G:  17;1987
104872;5163;a209160c;×åðíûé Ëóêè÷;Äåâî÷êà È Ðûñü;rock;;;
104873;5164;a2091c0f;Sugarbombs;Tear Their World Down, Build Up Your Own;rock;;;
104874;5165;a209250c;The Pursuit Of Happiness;One-Sided Story;rock;;;
104875;5166;a2093b0a;Herbert Grönemeyer;4630 Bochum;rock;Pop;YEAR: 1984;1984
104876;5167;a2095b0d;Eva Ayllon;Ritmo, Color, y Sabor;rock;Latin;ID3G:  86;
104877;5168;a2095c0c;Stephen Marq;Time With You;rock;Instrumental;YEAR: 1998 ID3G:  33;1998
104878;5169;a2097e0c;Brad Sucks;I Don't Know What I'm Doing;rock;;www.bradsucks.net;
104879;5170;a209930d;Svensk Pop;Flickor Och Kärlek;rock;Instrumental Pop;YEAR: 2000;2000
104880;5171;a209a60a;Lou Reed;The Blue Mask;rock;Rock;Jaik Was Here. YEAR: 1982;1982
104881;5172;a209a90d;Woosley Band;marvelling at the rings;rock;Rock;;2002
104882;5173;a209be0d;Tommy Keene;Ten Years After;rock;Rock;;1996
104883;5174;a209e00c;Ali Primera;ALI;rock;Latin;;
104884;5175;a209e80d;OBD;Zdraví;rock;Rock;;1996
104885;5176;a209eb0d;Sex Pistols;Live And Loud!;rock;Rock;;
104886;5177;a209ec0c;Various;The Power Of Love;rock;Easy Listening;;1998
104887;5178;a209f20b;PARADISE LOST;Believe in Nothing;rock;;;
104888;5179;a209fa0c;³¯¦Ê±j;¤£¦A¬y²\\;rock;Pop;;
104889;5180;a20a0a0f;The Dambuilders;God Dambuilders Bless America;rock;Rock;;1997
104890;5181;a20a0e0c;Lucy Kaplansky;The Tide;rock;Folk;;1994
104891;5182;a20a190c;Alice Cooper;The El Paso Show;rock;;;
104893;5183;a20a2b0d;Static-X;Machine;rock;Metal;;
104894;5184;a20a390b;Robbie Nevil;A Place Like This;rock;Jazz Pop;;1988
104895;5185;a20a400a;RPWL;Stock;rock;Progressive Rock;YEAR: 2003;2003
104896;5186;a20a450c;The Countdown Singers;Parade of the 70's disc 3;rock;;;
104898;5187;a20a6c0c;Jeffrey Foskett;Cool and Gone (Gone, Gone);rock;;;
104899;5188;a20a780c;The Breeze;Something Serious;rock;Beach;;1995
104900;5189;a20a7d0c;Hypnolovewheel;Altered States;rock;;;
104901;5190;a20a9a0d;Good Charlotte;Good Charlotte;rock;Punk Rock;YEAR: 2000;2000
104902;5191;a20aa90d;The Nubiles;mindblender;rock;;;
104903;5192;a20aac0c;Peter Maffay;Du bist wie ein Lied;rock;;;
104904;5193;a20aad0c;Sissel Kyrkjebø;Sissel;rock;Ballad;YEAR: 1992 ID3G: 116;1992
104905;5194;a20abb0c;Edin Adahl;Into My Soul;rock;;;
104906;5195;a20ac50d;Black Sun Ensemble;Elemental Forces;rock;;;
104907;5196;a20ade0c;Louise Carver;Mirrors And Windows;rock;Pop;;1998
104908;5197;a20aec0b;Paul Shortino;Back On Track;rock;Hard Rock;YEAR: 1993;1993
104909;5198;a20aef0c;Atomic Bishop;Rare Studio Tracks;rock;Rock;Rare private Cd Label (Vienna/Austria 1996);1996
104910;5199;a20aef0d;Marquis de Sade;Dantzig Twist;rock;;French New Wave, 1979;
104911;5200;a20af70c;T-Bone Burnett;Trap Door - Behind the Trap Door;rock;Folk/Rock;;1982
104912;5201;a20b000d;Extra Fancy;Sinnerman;rock;;;
104913;5202;a20b040c;The Low and Sweet Orchestra;Goodbye to All That (Promotional);rock;Other;YEAR: 1996 ID3G: 12;1996
104914;5203;a20b0d0e;Illés;Illés '96 #1;rock;;Hungaroton HCD 37870\n(P) 1996;
104915;5204;a20b110b;Paul Sebastian;Palingenesis;rock;Rock;YEAR: 1999;1999
104916;5205;a20b250d,aa0b250d;Better Than Ezra;Friction, Baby;rock;Power Pop;YEAR: 1996;1996
104917;5206;a20b560b;Bee Gees;E-S-P;rock;Pop;;1987
104919;5207;a20b610b;Cruachan;The Middle Kingdom;rock;Folk Metal;;1999
104920;5208;a20b630b;Phil Keaggy, Wes King, Scott Denté;Invention;rock;Rock;;1997
104922;5209;a20b6f0d;Dave Debs;Love that drive;rock;;;
104923;5210;a20b720b;Sanya Sabina;Concierto Acustico;rock;Acoustic;;
104925;5211;a20b7f0d;El Ultimo de la Fila;Astronomia Razonable;rock;Rock;;1993
104926;5212;a20b800c;John Hiatt;Slow Turning;rock;;;
104927;5213;a20b8a0c;Various;The 80's Collection 1989 - CD 2;rock;rock;;1989
104928;5214;a20b8f0c;Terje Tysland;Best I Levende Live;rock;Rock;;1990
104929;5215;a20bd20b;Michael W. Smith;Change Your World;rock;Contemporary Christian;Produced by Michael W. Smith and Mark Helmermann\nGeffen Records / Reunion Records YEAR: 1992;1992
104930;5216;a20be00b;Kelly Keagy;Time Passes;rock;;;
104931;5217;a20bfd0c;AIRBORNE;ISOLATED;rock;Grunge;More Info's on AIRBORNE at http://www.air-borne.com;
104932;5218;a20c000b;Heaven's Cry;Primal Power Addiction;rock;Progressive Rock;;2002
104933;5219;a20c020a;Innocence;Belief;rock;;;
104934;5220;a20c1b0b;Donkey Skonk;Help or Fight Babylon;rock;Ska;;2003
104935;5221;a20c390e;Splendora;In The Grass;rock;;;
104936;5222;a20c3c0d;D.D.E;Rai 2;rock;Rock;;
104937;5223;a20c410a;Alizée;Remixes Gourmands 2;rock;Disco;YEAR: 2002;2002
104938;5224;a20c460c;Queensryche;Speak the Word;rock;;;
104940;5225;a20c530c;riccardo mei;witchcraft!;rock;Instrumental Rock;ID3G: 47;
104941;5226;a20c560b;Judie Tzuke;Turning Stones;rock;rock;;1989
104944;5227;a20c670c;King Leoric;Piece of Past;rock;;;
104945;5228;a20c7c0c;Various;Hammer Offroad Tracks 62;rock;;;
104946;5229;a20c7d0c;Alice Cooper;Brutally Live 19-06-00 London Disc 1;rock;Hard Rock;;2000
104947;5230;a20c880d;ä¸‰é‡?é‡Žçž³;Baby Leaf;rock;JPop;;
104948;5231;a20c920b;Phil Collins;Live;rock;Pop;YEAR: 1991;1991
104949;5232;a20ca00c;Mark Boals;Ring Of Fire;rock;Metal;;
104950;5233;a20cab0c;Radiohead;Globen 2001 CD1;rock;;Live Globen, Stockholm, Sweden 8 September 2001;2001
104951;5234;a20cbc0d;Diamond Shell;The Grand Imperial Diamond Shell;rock;Hip Hop;;1991
104952;5235;a20cc30e;Twiggy;Tu encanto;rock;Pop;YEAR: 1997 ID3G: 13;1997
104953;5236;a20cc70e;Monsieur Blumenberg;Musique et Couleurs;rock;;;
104954;5237;a20cd10b;Sefronia;Música contra osopetos;rock;;;
104955;5238;a20cda0c;The Nice;The Immediate Years (Disc One);rock;;;
104956;5239;a20cdd0b;Ritchie Blackmore's Rainbow;Stranger In Us All;rock;;"Year; 1995";
104957;5240;a20ced0c;Refused;The Shape of Punk to Come;rock;Punk;YEAR: 1997 ID3G: 43;1997
104959;5241;a20cfc0d;Rollover;Rollover;rock;;Some lads from Chicago, never heard of them before or since, great CD,;
104960;5242;a20d000b;Various - Bored Generation;Various - Bored Generation;rock;;;
104961;5243;a20d010b;Howie B;Turn the Dark Off;rock;Techno;YEAR: 1997 ID3G: 18;1997
104962;5244;a20d020c;Keith Urban;Golden Road;rock;rock;;
104965;5245;a20d250c;The Eagles;Ballad for You;rock;Pop;;
104966;5246;a20d2a0e;The Go-Betweensns;Bellavista Terrace: The Best of the Go-Betweens;rock;;;
104967;5247;a20d310c;Max Bacon;The Higher You CLimb;rock;;;
104968;5248;a20d350c;Henk Westbroek;De Hemel;rock;;;
104969;5249;a20d420c;Michael Stanley Band;MSB;rock;;;
104970;5250;a20d450d;The Rolling Stones;Rewind;rock;Rock;YEAR: 1986;1986
104971;5251;a20d4c0c;Taken Back;My Only;rock;Christian Rock;YEAR: 2003;2003
104972;5252;a20d580a;ELO;The BBC Sessions;rock;Rock;YEAR: 1974 ID3G:  17;1974
104974;5253;a20d860c;The Real Thing;The Best Of The Real Thing;rock;Soul;;1976
104975;5254;a20d960b;Dimmu Borgir;Puritanical Euphoric Misanthropia;rock;Black Metal;;2001
104976;5255;a20d970c;Yanni;My World in Music - The Collection;rock;Pop;YEAR: 1993;1993
104977;5256;a20da40b;Bob Dylan;23 June 1981, Colombes, France - Disc 2;rock;Rock;;1981
104979;5257;a20dae0b;Tomás San Miguel con Jorge Pardo;Vida en Catedrales;rock;Instrumental;YEAR: 1993 ID3G:  33;1993
104980;5258;a20dba0c;Spice;Vario bel Air;rock;Acid Jazz;;1996
104981;5259;a20de20d;Various;IDA / Music To Grow By IV;rock;Rock;YEAR: 1997  ID3G:  17;1997
104982;5260;a20dfb0c;Various Artists;Tribute To Judas Priest Volume I.;rock;Heavy Metal;YEAR: 1996;1996
104983;5261;a20e000c;Manzanera & MacKay;Up in Smoke;rock;;;
104984;5262;a20e320b;Emperor;Anthems To The Welkin At Dusk;rock;Black Metal;Emperor performs Sophisticated Black Metal Art Exclusivly!\n\nLab;1998
104985;5263;a20e380c;Various;Nova Norvegia * (get) Into The Arctic Groove;rock;;;
104986;5264;a20e390e;MSSO;Vol 5 Guitar Calssics;rock;;;
104987;5265;a20e3c0c;Spin 1ne 2wo;Spin 1ne 2wo;rock;;;
104988;5266;a20e610b;JUDE;Charming bloody Tuesday;rock;Rock;;2002
104989;5267;a20e670c;Loretta;The Translation;rock;Rock;band is from indianpolis, in on benchmark record (located in indianapolis);2003
104991;5268;a20e740c;Inner City;Praise;rock;Techno;;1992
104992;5269;a20e8f0c,aa0e8f0c;Satan;Into the Future & Suspended Sentence;rock;;1987;
104993;5270;a20ea20c;Various Artists;Juara Balada Rock;rock;;;
104994;5271;a20ead0d;Melissa Etheridge;Concert #101, Live from Minnesota;rock;Rock;YEAR: 1994 ID3G: 17;1994
104995;5272;a20eda0f;Simply Red;Greatest Hits;rock;;;
104996;5273;a20f0d0b;Tim Hughes, Tehillah Toronto, Owen Hurter03;This is Life - Fresh Wind 2003;rock;Christian Rock;;2003
104997;5274;a20f160c;installed (Updates);Virtual Server;rock;;;
104998;5275;a20f230d;BOB CATLEY;When Empires Burn;rock;Hard Rock Melódico;;2003
104999;5276;a20f450c;Compilation;Techno FlashHouse;rock;Dance;ID3G:   3;
105001;5277;a20f750b;Roger Waters;Pros And Cons At The Spectrum (24 July 1984);rock;Rock;The Spectrum, Philadelphia, PA\n24 July 1984;1984
105002;5278;a20f7d2f;DJ Dask;The Best of R&B 2003;rock;R&B;YEAR: 2003;2003
105003;5279;a20fa30b;Miasma;Changes & Love Songs;rock;Death Metal;YEAR: 1991 ID3G: 22;1991
105005;5280;a20fd00c;Shogo Hamada;The Gate of the PROMISED LAND (Remastered);rock;Rock;YEAR: 1999/9/29;1999
105006;5281;a20fd50b;Bob Dylan;2003-08-17 Wallingford, CT (D1) Oakdale Theater;rock;Rock & Roll;;2003
105007;5282;a20fea0b;Echolyn;Echolyn;rock;;;
105008;5283;a20fef1b;Ringo Starr;TV And Radio Ringo;rock;;You?re  sixteen: with Carrie Fisher\nNonsense: from TV-Speci;1991
105009;5284;a210030c;Various;Just Seventeen - Get Kickin - CD 1;rock;Dance;;
105010;5285;a210290d;The Damage Manual;The Damage Manual;rock;rock;;2000
105011;5286;9b10481c,a210481c;Antiseen;15 Minutes Of Fame, 15 Years Of Infamy;rock;;;
105012;5287;a210710b;Techno;Trance Storm Vol. 1 CD 2;rock;Top 40;YEAR: 2001 ID3G: 60;2001
105014;5288;a2109c0b;The`Wax Bean Orchard;Rainbow Love Clay;rock;;;1993
105015;5289;a210b20b;Elvis Presley;The Paradise Hawaiian Style Sessions;rock;Pop;;
105016;5290;a210c60c;Guns N' Rosesisc 1;God Save The Queen - Wembley 13th June, 1992 - Disc 1;rock;;;
105017;5291;a210cd1a;Various;Bessere Zeiten Klingen Gut (L'age D'or Kompilation) - CD 1;rock;;;
105018;5292;a210ce0b;Dire Straits;Alchemy Live CD2;rock;Rock & Roll;;1984
105019;5293;a210d70b;Marilyn Manson;The Antichrist Dance;rock;;;
105020;5294;a210db0c;Various;V/A Chaos [2002/ltd to 333];rock;dark ambient;;2002
105021;5295;a210df0d;Grin (Nils Lofgren);This One's A Rocker;rock;Rock;YEAR: 1972 ID3G: 17;1972
105022;5296;a210fe1b;Various;The Complete Stax-Volt Singles 1959-1968 (Disc 5);rock;Soul;;1991
105023;5297;a211070c;Bob Dylan;Bob Dylan - USA April - May 2001 - (compilation);rock;;;
105024;5298;a211080d;George Michael;Dance Remixes;rock;Rock;;
105025;5299;a2112c0f;Various;HVY.16.Sumosonic;rock;Alternative;;2003
105026;5300;a211320c;Peter McNab;Enriching Relationships;rock;Other;;
105027;5301;a211330c;Porcupine Tree;The Dream Tree;rock;Psychedelic Rock;;
105028;5302;a211440d;Hideaki Tokunaga;Ichigoichie disk 5;rock;Pop;YEAR: 2001 ID3G: 13;2001
105029;5303;a211700c;kinoro_shel_ rothschild;pop ka-ved;rock;Electronic;YEAR: 2003;2003
105030;5304;a2117e0c;rane;Live at Cheney Hall 12.28.02;rock;;;
105031;5305;a211890c;Various;The Best Of Woodstock;rock;;;
105032;5306;a211940b;Various;Hot Tracks: Roadkill! 2.13;rock;;;
105033;5307;a2119f0d;Material;The Best Of Material;rock;;;
105034;5308;a211cc0c;Bruce Springsteen and FriendsConvention Hall - December 3, 2001;Christmas Show - Asbury Park - Convention Hall - December 3, 2001;rock;;;
105035;5309;a211d80c;Man;Three Decades (disc 2);rock;;;
105036;5310;a212331e;Connie Francis;Souvenirs (Disc 3);rock;;;
105037;5311;a212ab0c;Various;Clubbed Out - CD2;rock;;A Sonic Travelogue;
105038;5312;a304460c;Morsgatt;Kick Ass Undress;rock;Gore Metal;ID3G: 120;
105039;5313;a304b10d;Youth of Today;We're Not In This Alone;rock;;;
105040;5314;a305d00e;The Mansfields;Sappy Songs for Summer Nights;rock;punk;like Ramones;
105041;5315;a3064d0c;Beatles;The Beatles & Frank Ifield On Stage  (US mono LP);rock;Rock;VJLP 1085;1964
105042;5316;a306a10c;Del Shannon;Greatest Hits;rock;Oldies;;
105043;5317;a307060c;Various Artists;Pistol Grip & Fully Loaded SPLIT;rock;;;
105044;5318;a3074d0c;Robert Gordon;Too Fast To Live, Too Young To Die;rock;;;
105045;5319;a3074e0e;Venerea;Shake Your Booty;rock;Punk Rock;;
105046;5320;a307c60c;Cooter;Looking Up;rock;;;
105047;5321;a307c80c;Sandie Shaw;Love Letters;rock;Pop;ID3G:  13;
105048;5322;a307d20c;BUFFALO SPRINGFIELD;Buffalo Springfield;rock;Folk/Rock;;1967
105049;5323;a307da0c;Marvin Gaye;Marvin Gaye and His Girls;rock;Pop;Motown D 102202;1969
105050;5324;a307f70c;Cosa Nostra;Gudfadern;rock;Punk;;
105051;5325;a308030d;Apulanta;Ehjä;rock;;;
105052;5326;a308080c;Marshall Crenshaw;Marshall Crenshaw;rock;Rock;;1982
105053;5327;a308100c;Turtlehead;I preferred their earlier stuff;rock;Punk Rock;YEAR: 1998;1998
105054;5328;a308330a;Le Mans  -- 1986;Le Mans;rock;;;
105055;5329;a308370e;Chubby Checker;Twistin' the Hits;rock;;;
105056;5330;a308420b;Buzz Spectors;Dangerous Playground Equipment;rock;Punk Rock;;
105058;5331;a3089a0c;Various Artists;A Successful Track Record;rock;Oldies;;1992
105059;5332;a308a00c;Baby Bird;Greatest Hits CD 2;rock;;;
105061;5333;a308cb0b;Flipp;FLIPP;rock;;;
105062;5334;a308f40b;The Sounds;Living In America;rock;Rock;;2002
105063;5335;a308f60b;Mogue Doyle;Mogue Doyle;rock;;Irish Rock Band out of Detroit;
105064;5336;a309240b;Dimple Minds;Durstige Männer;rock;Punk Rock;YEAR: 1990 ID3G: 121;1990
105065;5337;a309300e;Hladno Pivo;Pobjeda;rock;rock;r / www.hladnopivo.hr;
105066;5338;a3094c0c;Àëåêñàíäð Ëàýðòñêèé;"Æåíùèíà ñ \òðóáîé\""""";rock;Rock;YEAR: 1993;1993
105067;5339;a3094e0d;The Who;The Who Sell Out;rock;Rock;YEAR: 1967;1967
105068;5340;a309500c;Kenny Rogers;Lucille And Other Classics;rock;;;
105069;5341;a309560e;The W's;Trouble with X;rock;Rock;\nYEAR: 2001  ID3G:  17;2001
105070;5342;a309610e;The Beatles;The Black Album - Disc 3;rock;Classic Rock;;
105071;5343;a309680b;Thomas Fersen;Le Jour Du Poisson;rock;Chanson;YEAR: 1997;1997
105072;5344;a3096e0c;Carole King;Music;rock;;;
105073;5345;a3097d0d;Matthias Meyer-Göllner;So ein Haus voll Kuscheltiere;rock;Other;YEAR: 2001;2001
105074;5346;a309820b;Stjórnin;Eitt lag enn;rock;Pop;YEAR: 1990 ID3G: 13;1990
105075;5347;a309850d;The Selecter;Too Much Pressure;rock;;;
105076;5348;a309a20c;Ñåêòîð Ãàçà;Ãóëÿé ìóæèê!;rock;Punk Rock;;1992
105077;5349;a309a30b;U2;October;rock;Rock;All titles written by U2\n\nVocals - Bono\nGuitars, piano - The Edge\nBass - Adam Clayton\nDrums - Larry Mullen Jnr.\n\nProduced by Steve Lillywhite\n\n YEAR: 1981;1981
105078;5350;a309b40d;Paralamas;Paralamas / 9 Lunas;rock;;;
105079;5351;a309c10c;Stranglers;No More Heroes;rock;Punk Rock;YEAR: 1977 ID3G: 121;1977
105080;5352;a309c60c;WILLIAM;WILLIAM;rock;Rock;;1990
105081;5353;a309d90c;TV Smith's Cheap;RIP...Everything Must Go;rock;;;
105082;5354;a309e70d;E-Sir;Tumefika;rock;Club;Ogopa DJs;2003
105083;5355;a309fd0c;Disney;Party Beats;rock;Disco;YEAR: 2003 ID3G:   4;2003
105084;5356;a30a070c;Ian Dury;Apples;rock;;;
105085;5357;a30a090b;Beach Boys;Live In Connecticut 1973 (disc 2);rock;Rock;;1973
105086;5358;a30a0d0d;The Ladybug Transistor;The Ladybug Transistor;rock;Pop;;2003
105087;5359;a30a1c0d;Sven-Ingvars;Byns enda blondin;rock;Dansband;;1994
105088;5360;a30a650d;Super Grupo Colombia;Cumbia del Monte;rock;Other;YEAR: 2003;2003
105089;5361;a30a770d;Dead Flowers;Dead Flowers;rock;;;
105090;5362;a30a850b;Faith or Fear;Punishment Area;rock;;;
105091;5363;a30a850c;Years of Static;This Is Not a Test;rock;;;
105092;5364;a30a950c;Tom Jones;Mr. Jones;rock;Rock;YEAR: 2002  ID3G:  17;2002
105093;5365;a30aa70b;James Reyne;Hard Reyne;rock;;;
105094;5366;a30ab40c;HIM;Razorblade Romance (Limited Edition);rock;Gothic Rock;BMG Finland\nwww.heartagram.com\n;2000
105095;5367;a30ad20b;The J.J. Paradise Players Club;Wine Cooler Blowout;rock;;;
105096;5368;a30aee0e;Jean Paul Sartre Experience;Jean Paul Sartre Experience;rock;Rock;YEAR: 1994;1994
105097;5369;a30af30c;MALCONSEJO;UNA HORA SIN TELEVISION;rock;Pop;YEAR: 1997 ID3G: 13;1997
105098;5370;a30af60c;Ýïèòàôèÿ;Ïî÷åìó ëþáîâü...;rock;Hard Rock;Ýòè åáàíûå íàçâàíèÿ ïèñàë ñàì \n..oo00 TityshkA 00oo.. aka Ãîñïîäèí Àíäðåé;2004
105099;5371;a30b050b;Clark Yost;Too much fun in a no fun zone;rock;;;
105100;5372;a30b1b0c;Ted Gärdestad;Stormvarning;rock;Pop;YEAR: 1981 ID3G: 13;1981
105101;5373;a30b1c0e;Luscious Jackson;Fever In Fever Out;rock;Rock;;2003
105102;5374;a30b290c;Various;Best of Rock & Rock'n'Roll CD 1;rock;;;
105103;5375;a30b2b0c;Zap Mama;A Ma Zone;rock;Hip-Hop;YEAR: 2000 ID3G:   7;2000
105104;5376;a30b360c;Mr. Blackwell;Soul Man;rock;Rock;;
105105;5377;a30b360d;Lifter Puller;Lifter Puller;rock;;;
105106;5378;a30b370d;Sloan;Pretty Together;rock;Rock;;2001
105107;5379;a30b3d0c;Th' Dudes;So You Wanna Be A Rock 'N' Roll Star;rock;;;
105108;5380;a30b480e;Wilmer X;Mambo Feber CD 1;rock;Rock;;1991
105109;5381;a30b4a0c;Various;Noise Annoys;rock;;;
105110;5382;a30b4b0c;Brokeback;Looks At The Bird;rock;Pop;YEAR: 2003;2003
105111;5383;a30b4c0c;54-40;Show Me;rock;Rock;;
105112;5384;a30b570d;Sautanz;Oben auf!;rock;Folk/Rock;;1998
105113;5385;a30b5e0d,b20b5c0d;Saint Etienne;Fox Base Alpha;rock;Indie;;1991
105114;5386;a30b6a0c;King Barbecue;The Tide;rock;Rock;;1998
105115;5387;a30b700c;KorovaKill;Waterhells;rock;;;
105116;5388;a30b770b;Jimmy Little;Messenger;rock;Rock;;1999
105117;5389;a30b7e0c;Various Artists;Southern Rock;rock;Southern Rock;YEAR: 1997;1997
105118;5390;a30b800b;Gen Rosso & CiRo;Gen Rosso 1;rock;Softs'n'Ballads;;1992
105119;5391;a30b810c;Sheldon;Psycho de Lia;rock;Rock;YEAR: 1997 ID3G: 17;1997
105120;5392;a30b8c0e;South;WITH THE TIDES;rock;Rock;YEAR: 2003;2003
105122;5393;a30b920d;27 Devils Joking;Spreading the Love Vibration;rock;punk;;1992
105123;5394;a30b9f0d;Alluminogeni;Green Grapes;rock;Progressive Rock;;1971
105125;5395;a30bc30c;Móa;Universal;rock;Rock;;1999
105126;5396;a30bcc0c;Ford, Lita;Stiletto;rock;Hard Rock;;1990
105129;5397;a30bd70b;Misanthrope;Sadistic Sex Daemon - CD1;rock;Metal;YEAR: 2003;2003
105130;5398;a30bdf0d;Wilmer X;Primitiv;rock;Rock;;1998
105131;5399;a30be60c;Çèí÷óê;Îäèíîêèé Â Íî÷è;rock;Instrumental Rock;YEAR: 2002;2002
105132;5400;a30be90c;Minimal Compact;The Figure One Cuts;rock;;;
105133;5401;a30c020d;Freak Kitchen;junk tooth;rock;Rock;YEAR: 1997;1997
105134;5402;a30c090e;Merczrioucromos;Cromoterapia;rock;;;
105135;5403;a30c0d0e;Todd Duane;Todd Duane;rock;Instrumental Rock;Todd Duane's solo debut. Another shred monster.;1995
105136;5404;a30c110c;Alan Frew;Wonderland;rock;Pop;;2000
105137;5405;a30c190b;Vixen;Rev It Up;rock;Rock;;1990
105138;5406;a30c1b0c;Elaine Paige;Love Can Do That;rock;;;
105139;5407;a30c2c0c;Law And Order;Rites Of Passage;rock;;;
105140;5408;a30c470c;Mudhoney;Fuzzbusters;rock;Rock;;
105141;5409;a30c540d;Marc Olsen;didn't ever...hasn't since;rock;Rock;ID3G: 17;
105142;5410;a30c5d0d;Palatine: The Factory Story (Various)s;Volume 1 - Tears In Their Eyes;rock;;;
105143;5411;a30c710e;Cugini di campagna;Anima mia + successi;rock;Pop;YEAR: 1997;1997
105144;5412;a30c780c;Burnin Red Ivanhoe;Burnin Red Ivanhoe;rock;Progressive Rock;;1970
105145;5413;a30c940b;Toto;Greatest Hits CD 2;rock;Rock;;1996
105147;5414;a30c9a0c;Elisel;Ironie du Sort;rock;;;
105148;5415;a30ca40d;Ïåñíÿðû;Áåðåçîâûé ñîê;rock;;;
105149;5416;a30caf0d;Green;Life;rock;Progressive Rock;;2003
105151;5417;a30cb30b;ANUBI;Kai Pilnaties Akis Uþmerks Mirtis;rock;Metal;;1997
105153;5418;a30cd70c;Betty Legler;NOW!;rock;;;
105155;5419;a30cdf0b;Sharkbrother;Taj Mahala;rock;;;
105156;5420;a30ce80b;Êîëèáðè;Ðåìèêñû;rock;Electronic;YEAR: 1998;1998
105158;5421;a30cec0c;Pale;Bikerfest 08.06.02 (CD1);rock;Hard Rock;;2002
105159;5422;a30cf00e;?? ?? ??;??? ??;rock;;;
105160;5423;a30d0a0a;Jethro Tull;Tales from the Crystal Flute;rock;;Ian Anderson- vocals, flute, acoustic guitar\nMartin Barre- electric guit;
105161;5424;a30d210d;Muertos Una Vez;Vago;rock;Rock;ID3G:  17;2003
105162;5425;a30d250c;Saez;Jours Etranges;rock;Rock;YEAR: 1999;1999
105163;5426;a30d310b;Daryl Hall;Soul Alone;rock;Pop;YEAR: 1993 ID3G: 13;1993
105164;5427;a30d320e;Various;John Jacobs and the Power Team Soundtrack;rock;;;
105165;5428;a30d330c;Gang;Le radici e le ali;rock;;Italia;
105166;5429;a30d360b;Creed;Human Clay;rock;Rock;www.creednet.com YEAR: 1999;1999
105167;5430;a30d420b;Derringer;Live At The Paradise Theater;rock;Rock;YEAR: 1978 ID3G:  17;1978
105168;5431;a30d500b;Bryan Ferry;Aphrodisiac [Disc 2];rock;Rock;;1988
105169;5432;a30d500c;Taraxacum;Rainmaker;rock;Metal;;2003
105170;5433;a30d8a0b;Michael Benson;Sunlight Of The Heart;rock;;;
105172;5434;a30db90c;Icehouse;Man of Colours;rock;;;
105173;5435;a30dc50e;My Life Story;The Golden Mile;rock;rock;;
105174;5436;a30dc90b;Crowded House;Live At The Hanover Grand (Disc 1);rock;Rock;;
105175;5437;a30dd30c;Various Artists;Heart of Soul Classics;rock;Soul;YEAR: 2000 ID3G:  42;2000
105176;5438;a30dda0d;Brian Flynn;for the folks;rock;;;
105177;5439;a30df80b;bonobos;HOVER HOVER;rock;Pop;YEAR: 2004;2004
105178;5440;a30dfe0e;Wayne Morris Band;Let yourself go !;rock;Rock & Roll;YEAR: 2002;2002
105179;5441;a30e0a0c;Various;Electric Soul;rock;Soul;YEAR: 2003;2003
105180;5442;a30e0a0d;Nikolo Kotzev's;Nostradamus CD 1 (2001);rock;Rock;YEAR: 2001 ID3G: 17;2001
105181;5443;a30e370d;Kidneythieves;Zerospace;rock;rock;;2001
105182;5444;a30e4e0d;An Pierlé;Helium Sunset;rock;Rock;;2002
105183;5445;a30e570b;Lisa Palea;The Edge of the Bed: Cyborgasm 2;rock;Other;YEAR: 1994;1994
105184;5446;a30e690d;Papa Mali;Thunder Chicken;rock;Funk;YEAR: 2000 ID3G: 5;2000
105185;5447;a30e710e;Promoe;The Long Distance Runner;rock;Hip-Hop;;2004
105186;5448;a30e720e;Robby Valentine;Valentine 1;rock;Pop;YEAR: 1996;1996
