cluster;id;author;volume;title;institution;venue;address;publisher;year;pages;editor;note;month;class
184;16698;d. p. helmbold and r. e. schapire.;;predicting nearly as well as the best pruning of a decision tree.;;to appear in the proceedings of the eighth annual conference on computational learning theory,;santa cruz,;;1995.;;;;july;helmbold1995
191;16711;d. p. helmbold, r. e. schapire, y. singer, and m. k. war-muth.;;on-line portfolio selection using multiplicative upyears.;;in proc. of the thirteenth intl. conf. on machine learning,;;;1996.;;;;;helmbold1996
190;16700;d. p. helmbold, r. e. schapire, y. singer, and m. k. warmuth.;;a comparison of new and old algorithms for a mixture estimation problem.;;in proceedings of the eighth annual workshop on computational learning theory,;;;1995.;pages 69-78,;;;;helmbold1995a
190;16702;d. p. helmbold, r. e. schapire, y. singer, and m. k. warmuth.;;a comparison of new and old algorithms for a mixture estimation problem.;;in proceedingsof the eighth annual workshop on computationallearning theory,;;;1995.;pages 69-78,;;;;helmbold1995a
190;16717;d. p. helmbold, r. e. schapire, y. singer, and m. k. warmuth.;27(1);a comparison of new and old algorithms for a mixture estimation problem.;;machine learning,;;;1997.;97-119,;;;;helmbold1997c
184;16693;d.p. helmbold and r.e. schapire.;;predicting nearly as well as the best pruning of a decision tree.;;in proceedings of the eighth annual conference on computational learning theory,;;;1995.;pages 61-68,;;;;helmbold1995
184;16715;d.p. helmbold and r.e. schapire.;27(1);predicting nearly as well as the best pruning of a decision tree.;;machine learning,;;;1997.;51-68,;;;;helmbold1997
190;16701;d.p. helmbold, r.e. schapire, y. singer,;;m.k. warmuth, a comparison of new and old algorithms for a mixture estimation problem,;;appearing in proc. of the eighth annual conf. on computational learning theory,;;;1995;;;july;helmbold1995a;helmbold1995a
190;16716;d.p. helmbold, r.e. schapire, y. singer, and m.k. warmuth.;;a comparison of new and old algorithms for a mixture estimation problem.;;machine learning,;27:97119,;;1997.;;;4 available from http:www.sgi.com/technology/mlc/.;;helmbold1997c
60;17172;david d. lewis, robert e. schapire, james p. callan, and ron papka.;;training algorithms for linear text classifiers.;;in sigir 96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,;;;1996.;;;to appear.;;lewis1996
60;17173;david d. lewis, robert e. schapire, james p. callan, and ron papka.;;training algorithms for linear text classifiers.;;in sigir 96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,;;;1996.;298-306.,;;;lewis1996;lewis1996
60;17182;david d. lewis, robert e. schapire, james p. callan, and ron papka.;;training algorithms for linear text classifiers.;;in sigir 96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,;;;1996.;298-306.,;;;lewis1996;lewis1996
60;17183;david d. lewis, robert e. schapire, james p. callan, and ron papka.;;training algorithms for linear text classifiers.;;in sigir 96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,;;;1996.;298-306.,;;;lewis1996;lewis1996
60;17184;david d. lewis, robert e. shapire, james p. callan, and ron papka.;;training algorithms for linear text classifiers.;;in proceedings of the 19 th annual international acm sigir conference on research and development in information retrieval,;;;1996.;pages 298-306,;;;;lewis1996
81;16632;david haussler, michael kearns, and rob schapire.;;bounds on the sample complexity of bayesian learning using information theory and the vc dimension.;;in computational learning theory: proceedings of the fourth annual workshop.;;morgan kaufmann,;1991.;;;;;haussler1994a
81;16637;david haussler, michael kearns, and robert e. schapire,;;bounds on the sample complexity of bayesian learning using information theory and the vc dimension,;;proceedings of the fourth annual workshop on computational learning theory,;;morgan kaufmann publishers,;1991;pp. 61-74.;;;;haussler1994a
81;16673;david haussler, michael kearns, and robert e. schapire.;14;bounds on the sample complexity of bayesian learning using information theory and the vc dimension.;;machine learning,;;;1994.;83-113,;;;;haussler1994a
81;16674;david haussler, michael kearns, and robert e. schapire.;14;bounds on the sample complexity of bayesian learning using information theory and the vc dimension.;;machine learning,;;;1994.;83-113,;;;;haussler1994a
81;16687;david haussler, michael kearns, and robert e. schapire.;14;bounds on the sample complexity of bayesian learning using information theory and the vc dimension.;;machine learning,;;;1994.;83-113,;;;;haussler1994a
81;16645;david haussler, michael kearns, and robert schapire.;;bounds on the sample complexity of bayesian learning using information theory and the vc dimension.;;in proceedings of the fourth annual workshop on computational learning theory,;san mateo, ca,;published by morgan kaufmann,;1991.;pages 61-74,;;;;haussler1994a
81;16647;david haussler, michael kearns, and robert schapire.;;bounds on the sample complexity of bayesian learning using information theory and the vc dimension.;;in proceedings of the 1991 workshop on computational learning theory,;san mateo, ca, 1991.;morgan kaufmann.;;25;;;haussler1994a;haussler1994a
81;16648;david haussler, michael kearns, and robert schapire.;;bounds on the sample complexity of bayesian learning using information theory and the vc dimension.;;in proceedings of the 1991 workshop on computational learning theory,;san mateo, ca, 1991.;morgan kaufmann.;;pages 61-74,;;;;haussler1994a
81;16677;david haussler, michael kearns, and robert schapire.;14;bounds on the sample complexity of bayesian learning using information theory and the vc dimension.;;machine learning,;;;1994.;83-113,;;;;haussler1994a
65;16691;david haussler, michael kearns, h. sebastian seung, and naftali tishby.;;rigorous learning curve bounds from statistical mechanics.;;machine learning,;25:195--236,;;1996.;;;;;haussler1996
66;16618;david haussler, michael kearns, nick lit-tlestone, and manfred k. warmuth.;;equivalence of models for polynomial learnability.;;information and computation,;;;1990.;;;;;haussler1991
66;16598;david haussler, michael kearns, nick littlestone, and manfred k. war-muth.;;equivalence of models for polynomial learnability.;;in proceedings of the 1988 workshop on computational learning theory,;cambridge, ma,;;1988.;morgan-kaufmann.,;;august;haussler1988;haussler1988
66;16606;david haussler, michael kearns, nick littlestone, and manfred k. war-muth.;95(2);equivalence of models for polynomial learnability.;;information and computation,;;;1991.;129-161,;;;december;haussler1991
66;16596;david haussler, michael kearns, nick littlestone, and manfred k. warmuth.;;equivalence of models for polynomial learnability.;;information and computation.;;;1988.;;;to appear. a preliminary version is available in proceedings of the 1988 workshop on computational learning theory, pages 42-55,;;haussler1988
66;16600;david haussler, michael kearns, nick littlestone, and manfred k. warmuth.;;equivalence of models for polynomial learnability.;;in proceedings of the 1988 workshop on computational learning theory,;;morgan kaufmann,;1988.;pages 42-55.;;;august;haussler1988
66;16605;david haussler, michael kearns, nick littlestone, and manfred k. warmuth.;95(2);equivalence of models for polynomial learnability.;;information and computation,;;;1991.;129-161,;;;december;haussler1991
66;16609;david haussler, michael kearns, nick littlestone, and manfred k. warmuth.;25(2);equivalence of models for polynomial learnability.;;information and computation,;;;1991.;129-161,;;;december;haussler1991
66;16610;david haussler, michael kearns, nick littlestone, and manfred k. warmuth.;95(2);equivalence of models for polynomial learnability.;;information and computation,;;;1991.;129-161,;;;december;haussler1991
66;16611;david haussler, michael kearns, nick littlestone, and manfred k. warmuth.;;equivalence of models for polynomial learnability.;;information and computation.;;;;;;to appear.;;haussler1991
66;16614;david haussler, michael kearns, nick littlestone, and manfred k. warmuth.;95(2);equivalence of models for polynomial learnability.;;information and computation,;;;1991.;129-161,;;;december;haussler1991
66;16617;david haussler, michael kearns, nick littlestone, and manfred k. warmuth.;25(2);equivalence of models for polynomial learnability.;;information and computation,;;;1991.;129-161,;;;december;haussler1991
66;16624;david haussler, michael kearns, nick littlestone, and manfred k. warmuth.;95;equivalence of models for polynomial learnability.;;information and computation,;;;1991.;129-161,;;;;haussler1991
66;16626;david haussler, michael kearns, nick littlestone, and manfred k. warmuth.;95;equivalence of models for polynomial learnability.;;information and computation,;;;1991.;129-161,;;;;haussler1991
91;17177;david lewis, robert schapire, james callan, and ron papka.;;training algorithm for linear text classi fiers. in hans-peter frei, donna harman,;association for computing machinery,;proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,;new york,;;1996.;pages 298-306.;peter schauble, and ross wilkinson, editors,;;13;lewis1996
92;17179;david lewis, robert schapire, james callan, and ron papka.;;training algorithm for linear text classifiers.;;in proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,;;;1996.;pages 298-306,;;;august;lewis1996
92;17169;david lewis, robert schapire, james p. callan, and ron papka.;;training algorithms for linear classifiers.;;in nineteenth annual international acm sigir conference on research and development in information retrieval,;zurich, switzerland,;;1996.;;;;;lewis1996
95;16694;david p. helmbold and robert e. schapire.;;predicting nearly as well as the best pruning of a decision tree.;;in proceedings of the eighth annual conference on computational learning theory,;;;1995.;pages 61-68,;;;;helmbold1995
95;16696;david p. helmbold and robert e. schapire.;;predicting nearly as well as the best pruning of a decision tree.;;proceedings of the eighth annual conference on computational learning theory,;;acm press,;1995.;pages 61 - 68,;;;;helmbold1995
101;16699;david p. helmbold, robert e. schapire, yoram singer, and manfred k. warmuth.;;a comparison of new and old algorithms for a mixture estimation problem.;;in proceedings of the eighth annual conference on computational learning theory,;;;1995.;pages 69-78,;;;;helmbold1995a
95;16695;david p. helmhold and robert e. schapire.;;predicting nearly as well as the best pruning of a decision tree.;;in proceedings of the 8th annual conference on computational learning theory,;new york, ny, 1995.;acm press.;;pages 61-68,;;;;helmbold1995
174;16188;dietterich, t. g., kearns, m., & mansour, y.;;applying the weak learning framework to understand and improve c4.5.;;in proceedings of the 13th international conference on machine learning,;;morgan kaufmann.;(1996).;(pp. 96-104).;;;;dietterich1996
174;16189;dietterich, t., kearns, m., & mansour, y.;;applying the weak learning framework to understand and improve c4.5.;;in proceedings of the thirteenth international conference on machine learning,;bari, italy.;;(1996).;;;;;dietterich1996
174;16190;dietterich, t., kearns, m., & mansour, y.;;applying the weak learning framework to understand and improve c4.5.;;proc. thirteenth intl. conf. machine learning (pp.;;;(1996).;96-104).;;;;dietterich1996
174;16191;dietterich, t., m. kearns, and y.;;mansour (1996). applying the weak learning framework to un-derstand and improve c4.5.;;to appear in proceedings of the thirteenth international conference on machine learning.;bari, italy:;morgan kaufmann.;;;;;;dietterich1996
174;16192;dietterich, t., m. kearns, and y.;;mansour (1996). applying the weak learning framework to understand and improve c4.5.;;to appear in proceedings of the thirteenth international conference on machine learning.;bari, italy:;morgan kaufmann.;;;;;;dietterich1996
194;16219;drucker, h., r. schapire & p.;5;improving the performance in neural networks using a boosting algorithm,;;advances in neural information processing systems,;;;(1993),;pp. 42-49.;;;simad,drucker1992;drucker1992
194;16220;drucker, h., schapire, r. & simard, p.;;improving performance in neural networks using a boosting algorithm,;;`neural information processing systems;;morgan kauffmann,;(1993),;pp. 42-49.;in s. hanson, j. cowan & c. giles, eds,;;;drucker1992
